timestamp,gpu_dedicated_gib,gpu_shared_gib,gpu_committed_gib,disk_write_mbs,disk_read_mbs,commit_charge_gib,free_ram_gib,process_working_set_gib,process_private_gib,process_read_mbs,process_write_mbs
2026-08-31T14:11:56.6250577+02:00,0.901,0.176,1.133,0.1,3506.5,40.724,44.926,0.137,0.213,0.0,0.0
2026-08-31T14:11:59.3080670+02:00,0.901,0.176,1.133,0.0,3818.0,50.119,35.477,0.137,0.213,0.0,0.0
2026-08-31T14:12:01.9440895+02:00,0.901,0.176,1.133,0.1,4246.7,36.592,49.107,0.137,0.304,0.0,0.0
2026-08-31T14:12:04.5698053+02:00,0.901,0.176,1.133,0.0,4739.3,53.655,32.006,0.137,0.304,0.0,0.0
2026-08-31T14:12:07.3791748+02:00,0.901,0.176,1.133,0.0,5495.3,73.618,12.104,0.137,0.304,0.0,0.0
2026-08-31T14:12:10.0376394+02:00,0.901,0.176,1.133,6.0,814.4,48.834,37.009,0.137,0.304,0.0,0.0
2026-08-31T14:12:12.6679391+02:00,0.901,0.176,1.133,0.4,5988.2,39.856,46.171,0.137,0.326,0.0,0.0
2026-08-31T14:12:15.2905151+02:00,26.454,0.176,26.686,0.0,1.8,67.028,52.196,0.137,34.674,0.0,0.0
2026-08-31T14:12:17.9437507+02:00,60.556,0.176,61.381,0.0,0.5,95.757,50.189,2.003,62.134,0.0,0.0
2026-08-31T14:12:20.6074012+02:00,60.567,5.457,67.049,0.5,20.6,101.550,44.692,7.393,67.802,0.0,0.0
2026-08-31T14:12:23.2787992+02:00,60.578,11.113,72.342,0.4,0.7,106.226,39.269,12.729,73.093,0.0,0.0
2026-08-31T14:12:25.9272513+02:00,60.590,16.880,78.411,0.2,0.0,111.340,33.930,17.961,77.596,0.0,0.0
2026-08-31T14:12:28.5453493+02:00,60.592,17.764,78.412,0.8,688.2,111.399,31.906,19.940,77.596,0.0,0.0
2026-08-31T14:12:31.1880316+02:00,60.592,17.764,78.412,0.0,777.1,111.441,29.962,21.880,77.596,0.0,0.0
2026-08-31T14:12:33.8241810+02:00,60.592,17.764,78.412,0.0,791.7,111.329,27.891,23.990,77.596,0.0,0.0
2026-08-31T14:12:36.4493861+02:00,60.592,17.764,78.412,0.3,950.9,111.357,25.690,26.148,77.597,0.0,0.0
2026-08-31T14:12:39.1011968+02:00,60.592,17.764,78.412,0.0,797.1,111.401,23.549,28.291,77.597,0.0,0.0
2026-08-31T14:12:41.7475812+02:00,60.592,17.764,78.412,0.0,702.1,111.442,21.583,30.266,77.597,0.0,0.0
2026-08-31T14:12:44.3673874+02:00,60.592,17.764,78.412,0.0,821.0,111.328,19.515,32.347,77.597,0.0,0.0
2026-08-31T14:12:46.9985673+02:00,60.592,17.764,78.412,0.0,800.7,111.291,17.575,34.341,77.597,0.0,0.0
2026-08-31T14:12:49.6250682+02:00,60.592,17.764,78.412,0.0,766.1,111.292,15.636,36.275,77.597,0.0,0.0
2026-08-31T14:12:52.2540122+02:00,60.592,17.764,78.412,0.0,529.7,111.295,13.692,38.215,77.597,0.0,0.0
2026-08-31T14:12:54.8730907+02:00,60.592,17.764,78.412,0.0,843.3,111.294,11.675,40.269,77.597,0.0,0.0
2026-08-31T14:12:57.5004454+02:00,60.592,17.764,78.412,0.0,756.2,111.350,9.535,42.393,77.597,0.0,0.0
2026-08-31T14:13:00.1371376+02:00,60.592,17.764,78.412,0.2,712.3,111.407,7.520,44.410,77.597,0.0,0.0
2026-08-31T14:13:02.7752317+02:00,60.592,17.764,78.412,0.2,812.6,111.404,5.413,46.552,77.597,0.0,0.0
2026-08-31T14:13:05.4388223+02:00,60.592,17.764,78.412,1.0,39.8,111.313,4.401,47.533,77.597,0.0,0.0
2026-08-31T14:13:08.0570880+02:00,60.592,17.764,78.412,0.0,731.8,111.358,3.664,48.283,77.597,0.0,0.0
2026-08-31T14:13:10.7023075+02:00,60.592,17.764,78.412,0.0,530.8,111.418,2.256,49.351,77.597,0.0,0.0
2026-08-31T14:13:13.3572128+02:00,60.592,17.764,78.412,2.3,594.8,111.398,0.667,47.157,77.597,0.0,0.0
