
  DeepSeek-V4-Flash-0731  UD-IQ3_XXS  (deepseek4, 43 Lagen, 256 Experten)

  Gewichte : 97,05 GiB, davon 0 Lage(n) Experten CPU-seitig
  Kontext  : 131072  (nativ 1.048.576, hier bewusst begrenzt)
  KV-Typ   : q8_0
  Spekul.  : ngram-mod, kein Draft-Modell, 0 GiB VRAM
             (DSpark passt nicht daneben - siehe Kopf der Datei)
  Vision   : NICHT verfuegbar - dieses Modell hat keinen Bildpfad
             (fuer Bilder :8101 DeepSeek-Vision, oder :8099 / :8091)
  Reasoning: an, Stufe high, Format deepseek, Budget 16000
  Sampling : temp 1.0  top_p 0.95  (Agenten-Preset des Anbieters)
  Rollback : nur ueber ctx-checkpoints - dsv4 kann kein KV-Shifting
  Endpoint : http://127.0.0.1:8100/v1

  ERSTER START: Ladezeit und die llama_kv_cache-Zeilen bitte notieren.
  Ein kalter Prefill ueber 120k dauert nach Fremdmessung rund 9 Minuten,
  unter Windows plausibel laenger. Das ist kein Haenger.

0.00.072.191 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.072.447 W srv  llama_server: -----------------
0.00.072.450 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.072.450 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.072.451 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.072.451 W srv  llama_server: -----------------
0.00.078.679 I srv    load_model: loading model 'C:\models\DeepSeek-V4-Flash-0731\UD-IQ3_XXS\DeepSeek-V4-Flash-0731-UD-IQ3_XXS-00001-of-00004.gguf'
3.16.999.961 W resolve_fused_ops: layer 0 is assigned to device Vulkan0 but fused DeepSeek V4 HC pre is assigned to device CPU (usually due to missing support)
3.16.999.994 W resolve_fused_ops: fused DeepSeek V4 HC pre not supported, set to disabled
3.17.007.665 W resolve_fused_ops: layer 0 is assigned to device Vulkan0 but fused DeepSeek V4 HC comb is assigned to device CPU (usually due to missing support)
3.17.007.673 W resolve_fused_ops: fused DeepSeek V4 HC comb not supported, set to disabled
3.17.050.221 W resolve_fused_ops: layer 0 is assigned to device Vulkan0 but fused DeepSeek V4 HC post is assigned to device CPU (usually due to missing support)
3.17.050.226 W resolve_fused_ops: fused DeepSeek V4 HC post not supported, set to disabled
3.17.414.378 I cmn          init: llama threadpool init, n_threads = 16
3.18.152.104 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 131072, kv_unified = 'true'
3.18.170.491 I srv  llama_server: model loaded
3.18.170.515 I srv  llama_server: listening on http://127.0.0.1:8100
4.20.252.835 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
4.20.256.078 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
4.44.332.220 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   2048, progress = 0.08, t =  24.08 s / 85.06 tokens per second
5.14.587.761 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   4096, progress = 0.17, t =  54.33 s / 75.39 tokens per second
5.50.262.684 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6144, progress = 0.25, t =  90.01 s / 68.26 tokens per second
6.30.618.137 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   8192, progress = 0.33, t = 130.36 s / 62.84 tokens per second
7.15.858.392 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10240, progress = 0.41, t = 175.60 s / 58.31 tokens per second
8.05.691.415 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12288, progress = 0.50, t = 225.44 s / 54.51 tokens per second
9.00.865.585 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14336, progress = 0.58, t = 280.61 s / 51.09 tokens per second
10.00.196.918 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16384, progress = 0.66, t = 339.94 s / 48.20 tokens per second
11.03.376.735 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18432, progress = 0.75, t = 403.12 s / 45.72 tokens per second
12.11.813.328 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20480, progress = 0.83, t = 471.56 s / 43.43 tokens per second
13.20.888.383 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22528, progress = 0.91, t = 540.63 s / 41.67 tokens per second
14.16.124.474 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  24193, progress = 0.98, t = 595.87 s / 40.60 tokens per second
14.33.847.593 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  24705, progress = 1.00, t = 613.59 s / 40.26 tokens per second
14.43.743.348 I slot print_timing: id  0 | task 0 | n_gen =    100, tg =  10.74 t/s, tg_3s =  10.85 t/s
14.46.827.651 I slot print_timing: id  0 | task 0 | n_gen =    133, tg =  10.73 t/s, tg_3s =  10.70 t/s
14.49.903.328 I slot print_timing: id  0 | task 0 | n_gen =    166, tg =  10.73 t/s, tg_3s =  10.73 t/s
14.52.916.112 I slot print_timing: id  0 | task 0 | n_gen =    199, tg =  10.77 t/s, tg_3s =  10.95 t/s
14.55.975.833 I slot print_timing: id  0 | task 0 | n_gen =    232, tg =  10.77 t/s, tg_3s =  10.79 t/s
14.58.986.912 I slot print_timing: id  0 | task 0 | n_gen =    265, tg =  10.79 t/s, tg_3s =  10.96 t/s
15.02.065.058 I slot print_timing: id  0 | task 0 | n_gen =    298, tg =  10.78 t/s, tg_3s =  10.72 t/s
15.05.139.869 I slot print_timing: id  0 | task 0 | n_gen =    331, tg =  10.78 t/s, tg_3s =  10.73 t/s
15.08.170.453 I slot print_timing: id  0 | task 0 | n_gen =    364, tg =  10.79 t/s, tg_3s =  10.89 t/s
15.11.252.462 I slot print_timing: id  0 | task 0 | n_gen =    397, tg =  10.78 t/s, tg_3s =  10.71 t/s
15.14.314.708 I slot print_timing: id  0 | task 0 | n_gen =    430, tg =  10.78 t/s, tg_3s =  10.78 t/s
15.17.321.956 I slot print_timing: id  0 | task 0 | n_gen =    462, tg =  10.77 t/s, tg_3s =  10.64 t/s
15.20.325.392 I slot print_timing: id  0 | task 0 | n_gen =    494, tg =  10.76 t/s, tg_3s =  10.65 t/s
15.23.378.027 I slot print_timing: id  0 | task 0 | n_gen =    527, tg =  10.77 t/s, tg_3s =  10.81 t/s
15.26.388.021 I slot print_timing: id  0 | task 0 | n_gen =    559, tg =  10.76 t/s, tg_3s =  10.63 t/s
15.29.465.126 I slot print_timing: id  0 | task 0 | n_gen =    592, tg =  10.76 t/s, tg_3s =  10.72 t/s
15.32.498.885 I slot print_timing: id  0 | task 0 | n_gen =    624, tg =  10.75 t/s, tg_3s =  10.55 t/s
15.35.588.243 I slot print_timing: id  0 | task 0 | n_gen =    657, tg =  10.74 t/s, tg_3s =  10.68 t/s
15.38.669.426 I slot print_timing: id  0 | task 0 | n_gen =    690, tg =  10.74 t/s, tg_3s =  10.71 t/s
15.41.755.123 I slot print_timing: id  0 | task 0 | n_gen =    723, tg =  10.74 t/s, tg_3s =  10.69 t/s
15.44.845.848 I slot print_timing: id  0 | task 0 | n_gen =    756, tg =  10.74 t/s, tg_3s =  10.68 t/s
15.47.897.375 I slot print_timing: id  0 | task 0 | n_gen =    789, tg =  10.74 t/s, tg_3s =  10.81 t/s
15.50.983.926 I slot print_timing: id  0 | task 0 | n_gen =    822, tg =  10.74 t/s, tg_3s =  10.69 t/s
15.54.061.204 I slot print_timing: id  0 | task 0 | n_gen =    855, tg =  10.74 t/s, tg_3s =  10.72 t/s
15.57.153.525 I slot print_timing: id  0 | task 0 | n_gen =    888, tg =  10.73 t/s, tg_3s =  10.67 t/s
16.00.230.763 I slot print_timing: id  0 | task 0 | n_gen =    920, tg =  10.72 t/s, tg_3s =  10.40 t/s
16.03.291.736 I slot print_timing: id  0 | task 0 | n_gen =    953, tg =  10.72 t/s, tg_3s =  10.78 t/s
16.06.312.899 I slot print_timing: id  0 | task 0 | n_gen =    985, tg =  10.72 t/s, tg_3s =  10.59 t/s
16.09.385.858 I slot print_timing: id  0 | task 0 | n_gen =   1018, tg =  10.72 t/s, tg_3s =  10.74 t/s
16.12.407.684 I slot print_timing: id  0 | task 0 | n_gen =   1050, tg =  10.72 t/s, tg_3s =  10.59 t/s
16.15.423.954 I slot print_timing: id  0 | task 0 | n_gen =   1082, tg =  10.71 t/s, tg_3s =  10.61 t/s
16.18.487.349 I slot print_timing: id  0 | task 0 | n_gen =   1115, tg =  10.72 t/s, tg_3s =  10.77 t/s
16.21.574.408 I slot print_timing: id  0 | task 0 | n_gen =   1148, tg =  10.71 t/s, tg_3s =  10.69 t/s
16.24.616.128 I slot print_timing: id  0 | task 0 | n_gen =   1181, tg =  10.72 t/s, tg_3s =  10.85 t/s
16.27.630.162 I slot print_timing: id  0 | task 0 | n_gen =   1213, tg =  10.72 t/s, tg_3s =  10.62 t/s
16.30.659.098 I slot print_timing: id  0 | task 0 | n_gen =   1245, tg =  10.71 t/s, tg_3s =  10.56 t/s
16.33.696.750 I slot print_timing: id  0 | task 0 | n_gen =   1277, tg =  10.71 t/s, tg_3s =  10.53 t/s
16.36.791.118 I slot print_timing: id  0 | task 0 | n_gen =   1309, tg =  10.70 t/s, tg_3s =  10.34 t/s
16.39.854.649 I slot print_timing: id  0 | task 0 | n_gen =   1341, tg =  10.69 t/s, tg_3s =  10.45 t/s
16.42.948.992 I slot print_timing: id  0 | task 0 | n_gen =   1373, tg =  10.68 t/s, tg_3s =  10.34 t/s
16.45.966.480 I slot print_timing: id  0 | task 0 | n_gen =   1404, tg =  10.67 t/s, tg_3s =  10.27 t/s
16.48.977.741 I slot print_timing: id  0 | task 0 | n_gen =   1435, tg =  10.67 t/s, tg_3s =  10.29 t/s
16.51.990.194 I slot print_timing: id  0 | task 0 | n_gen =   1466, tg =  10.66 t/s, tg_3s =  10.29 t/s
16.55.043.224 I slot print_timing: id  0 | task 0 | n_gen =   1498, tg =  10.65 t/s, tg_3s =  10.48 t/s
16.58.054.286 I slot print_timing: id  0 | task 0 | n_gen =   1529, tg =  10.65 t/s, tg_3s =  10.30 t/s
17.01.057.984 I slot print_timing: id  0 | task 0 | n_gen =   1560, tg =  10.64 t/s, tg_3s =  10.32 t/s
17.04.081.607 I slot print_timing: id  0 | task 0 | n_gen =   1592, tg =  10.64 t/s, tg_3s =  10.58 t/s
17.07.151.850 I slot print_timing: id  0 | task 0 | n_gen =   1624, tg =  10.63 t/s, tg_3s =  10.42 t/s
17.10.196.111 I slot print_timing: id  0 | task 0 | n_gen =   1656, tg =  10.63 t/s, tg_3s =  10.51 t/s
17.13.268.717 I slot print_timing: id  0 | task 0 | n_gen =   1688, tg =  10.63 t/s, tg_3s =  10.41 t/s
17.16.353.388 I slot print_timing: id  0 | task 0 | n_gen =   1720, tg =  10.62 t/s, tg_3s =  10.37 t/s
17.19.394.759 I slot print_timing: id  0 | task 0 | n_gen =   1752, tg =  10.62 t/s, tg_3s =  10.52 t/s
17.22.469.677 I slot print_timing: id  0 | task 0 | n_gen =   1784, tg =  10.62 t/s, tg_3s =  10.41 t/s
17.25.524.512 I slot print_timing: id  0 | task 0 | n_gen =   1816, tg =  10.61 t/s, tg_3s =  10.48 t/s
17.28.613.312 I slot print_timing: id  0 | task 0 | n_gen =   1848, tg =  10.61 t/s, tg_3s =  10.36 t/s
17.31.706.514 I slot print_timing: id  0 | task 0 | n_gen =   1880, tg =  10.60 t/s, tg_3s =  10.35 t/s
17.34.762.696 I slot print_timing: id  0 | task 0 | n_gen =   1912, tg =  10.60 t/s, tg_3s =  10.47 t/s
17.37.814.638 I slot print_timing: id  0 | task 0 | n_gen =   1943, tg =  10.60 t/s, tg_3s =  10.16 t/s
17.40.926.839 I slot print_timing: id  0 | task 0 | n_gen =   1975, tg =  10.59 t/s, tg_3s =  10.28 t/s
17.43.976.586 I slot print_timing: id  0 | task 0 | n_gen =   2007, tg =  10.59 t/s, tg_3s =  10.49 t/s
17.47.000.301 I slot print_timing: id  0 | task 0 | n_gen =   2038, tg =  10.58 t/s, tg_3s =  10.25 t/s
17.50.066.539 I slot print_timing: id  0 | task 0 | n_gen =   2070, tg =  10.58 t/s, tg_3s =  10.44 t/s
17.53.097.117 I slot print_timing: id  0 | task 0 | n_gen =   2101, tg =  10.58 t/s, tg_3s =  10.23 t/s
17.56.176.464 I slot print_timing: id  0 | task 0 | n_gen =   2133, tg =  10.57 t/s, tg_3s =  10.39 t/s
17.59.223.148 I slot print_timing: id  0 | task 0 | n_gen =   2165, tg =  10.57 t/s, tg_3s =  10.50 t/s
18.02.224.796 I slot print_timing: id  0 | task 0 | n_gen =   2196, tg =  10.57 t/s, tg_3s =  10.33 t/s
18.05.311.711 I slot print_timing: id  0 | task 0 | n_gen =   2228, tg =  10.57 t/s, tg_3s =  10.37 t/s
18.08.371.905 I slot print_timing: id  0 | task 0 | n_gen =   2260, tg =  10.56 t/s, tg_3s =  10.46 t/s
18.11.457.659 I slot print_timing: id  0 | task 0 | n_gen =   2292, tg =  10.56 t/s, tg_3s =  10.37 t/s
18.14.483.167 I slot print_timing: id  0 | task 0 | n_gen =   2324, tg =  10.56 t/s, tg_3s =  10.58 t/s
18.17.574.138 I slot print_timing: id  0 | task 0 | n_gen =   2356, tg =  10.56 t/s, tg_3s =  10.35 t/s
18.20.631.485 I slot print_timing: id  0 | task 0 | n_gen =   2388, tg =  10.56 t/s, tg_3s =  10.47 t/s
18.23.708.646 I slot print_timing: id  0 | task 0 | n_gen =   2420, tg =  10.55 t/s, tg_3s =  10.40 t/s
18.26.778.684 I slot print_timing: id  0 | task 0 | n_gen =   2452, tg =  10.55 t/s, tg_3s =  10.42 t/s
18.29.809.167 I slot print_timing: id  0 | task 0 | n_gen =   2484, tg =  10.55 t/s, tg_3s =  10.56 t/s
18.32.868.466 I slot print_timing: id  0 | task 0 | n_gen =   2516, tg =  10.55 t/s, tg_3s =  10.46 t/s
18.35.893.337 I slot print_timing: id  0 | task 0 | n_gen =   2548, tg =  10.55 t/s, tg_3s =  10.58 t/s
18.38.963.096 I slot print_timing: id  0 | task 0 | n_gen =   2580, tg =  10.55 t/s, tg_3s =  10.42 t/s
18.42.031.939 I slot print_timing: id  0 | task 0 | n_gen =   2612, tg =  10.55 t/s, tg_3s =  10.43 t/s
18.45.033.750 I slot print_timing: id  0 | task 0 | n_gen =   2644, tg =  10.55 t/s, tg_3s =  10.66 t/s
18.48.075.226 I slot print_timing: id  0 | task 0 | n_gen =   2676, tg =  10.55 t/s, tg_3s =  10.52 t/s
18.51.099.436 I slot print_timing: id  0 | task 0 | n_gen =   2708, tg =  10.55 t/s, tg_3s =  10.58 t/s
18.54.165.803 I slot print_timing: id  0 | task 0 | n_gen =   2740, tg =  10.55 t/s, tg_3s =  10.44 t/s
18.57.240.558 I slot print_timing: id  0 | task 0 | n_gen =   2772, tg =  10.55 t/s, tg_3s =  10.41 t/s
19.00.261.617 I slot print_timing: id  0 | task 0 | n_gen =   2804, tg =  10.55 t/s, tg_3s =  10.59 t/s
19.03.306.501 I slot print_timing: id  0 | task 0 | n_gen =   2836, tg =  10.55 t/s, tg_3s =  10.51 t/s
19.06.324.921 I slot print_timing: id  0 | task 0 | n_gen =   2868, tg =  10.55 t/s, tg_3s =  10.60 t/s
19.09.373.129 I slot print_timing: id  0 | task 0 | n_gen =   2900, tg =  10.55 t/s, tg_3s =  10.50 t/s
19.12.435.042 I slot print_timing: id  0 | task 0 | n_gen =   2932, tg =  10.55 t/s, tg_3s =  10.45 t/s
19.15.440.495 I slot print_timing: id  0 | task 0 | n_gen =   2963, tg =  10.54 t/s, tg_3s =  10.31 t/s
19.18.527.461 I slot print_timing: id  0 | task 0 | n_gen =   2995, tg =  10.54 t/s, tg_3s =  10.37 t/s
19.21.569.519 I slot print_timing: id  0 | task 0 | n_gen =   3027, tg =  10.54 t/s, tg_3s =  10.52 t/s
19.24.659.849 I slot print_timing: id  0 | task 0 | n_gen =   3059, tg =  10.54 t/s, tg_3s =  10.35 t/s
19.27.737.166 I slot print_timing: id  0 | task 0 | n_gen =   3091, tg =  10.54 t/s, tg_3s =  10.40 t/s
19.30.756.712 I slot print_timing: id  0 | task 0 | n_gen =   3123, tg =  10.54 t/s, tg_3s =  10.60 t/s
19.33.829.763 I slot print_timing: id  0 | task 0 | n_gen =   3155, tg =  10.54 t/s, tg_3s =  10.41 t/s
19.36.865.385 I slot print_timing: id  0 | task 0 | n_gen =   3187, tg =  10.54 t/s, tg_3s =  10.54 t/s
19.39.945.235 I slot print_timing: id  0 | task 0 | n_gen =   3219, tg =  10.54 t/s, tg_3s =  10.39 t/s
19.43.004.365 I slot print_timing: id  0 | task 0 | n_gen =   3251, tg =  10.54 t/s, tg_3s =  10.46 t/s
19.46.034.138 I slot print_timing: id  0 | task 0 | n_gen =   3283, tg =  10.54 t/s, tg_3s =  10.56 t/s
19.49.096.848 I slot print_timing: id  0 | task 0 | n_gen =   3315, tg =  10.53 t/s, tg_3s =  10.45 t/s
19.52.118.387 I slot print_timing: id  0 | task 0 | n_gen =   3347, tg =  10.54 t/s, tg_3s =  10.59 t/s
19.55.209.177 I slot print_timing: id  0 | task 0 | n_gen =   3379, tg =  10.53 t/s, tg_3s =  10.35 t/s
19.58.277.128 I slot print_timing: id  0 | task 0 | n_gen =   3411, tg =  10.53 t/s, tg_3s =  10.43 t/s
20.01.307.183 I slot print_timing: id  0 | task 0 | n_gen =   3443, tg =  10.53 t/s, tg_3s =  10.56 t/s
20.04.387.504 I slot print_timing: id  0 | task 0 | n_gen =   3475, tg =  10.53 t/s, tg_3s =  10.39 t/s
20.07.447.008 I slot print_timing: id  0 | task 0 | n_gen =   3507, tg =  10.53 t/s, tg_3s =  10.46 t/s
20.10.466.434 I slot print_timing: id  0 | task 0 | n_gen =   3539, tg =  10.53 t/s, tg_3s =  10.60 t/s
20.13.530.978 I slot print_timing: id  0 | task 0 | n_gen =   3571, tg =  10.53 t/s, tg_3s =  10.44 t/s
20.16.567.976 I slot print_timing: id  0 | task 0 | n_gen =   3603, tg =  10.53 t/s, tg_3s =  10.54 t/s
20.19.570.981 I slot print_timing: id  0 | task 0 | n_gen =   3634, tg =  10.53 t/s, tg_3s =  10.32 t/s
20.22.641.793 I slot print_timing: id  0 | task 0 | n_gen =   3666, tg =  10.53 t/s, tg_3s =  10.42 t/s
20.25.668.687 I slot print_timing: id  0 | task 0 | n_gen =   3698, tg =  10.53 t/s, tg_3s =  10.57 t/s
20.28.749.799 I slot print_timing: id  0 | task 0 | n_gen =   3730, tg =  10.53 t/s, tg_3s =  10.39 t/s
20.31.788.295 I slot print_timing: id  0 | task 0 | n_gen =   3762, tg =  10.53 t/s, tg_3s =  10.53 t/s
20.34.800.194 I slot print_timing: id  0 | task 0 | n_gen =   3793, tg =  10.53 t/s, tg_3s =  10.29 t/s
20.37.821.475 I slot print_timing: id  0 | task 0 | n_gen =   3824, tg =  10.52 t/s, tg_3s =  10.26 t/s
20.40.897.512 I slot print_timing: id  0 | task 0 | n_gen =   3856, tg =  10.52 t/s, tg_3s =  10.40 t/s
20.43.981.820 I slot print_timing: id  0 | task 0 | n_gen =   3888, tg =  10.52 t/s, tg_3s =  10.38 t/s
20.47.024.543 I slot print_timing: id  0 | task 0 | n_gen =   3920, tg =  10.52 t/s, tg_3s =  10.52 t/s
20.50.027.177 I slot print_timing: id  0 | task 0 | n_gen =   3951, tg =  10.52 t/s, tg_3s =  10.32 t/s
20.53.104.755 I slot print_timing: id  0 | task 0 | n_gen =   3982, tg =  10.52 t/s, tg_3s =  10.07 t/s
20.56.129.856 I slot print_timing: id  0 | task 0 | n_gen =   4013, tg =  10.51 t/s, tg_3s =  10.25 t/s
20.59.162.896 I slot print_timing: id  0 | task 0 | n_gen =   4044, tg =  10.51 t/s, tg_3s =  10.22 t/s
21.02.248.643 I slot print_timing: id  0 | task 0 | n_gen =   4076, tg =  10.51 t/s, tg_3s =  10.37 t/s
21.05.291.176 I slot print_timing: id  0 | task 0 | n_gen =   4107, tg =  10.51 t/s, tg_3s =  10.19 t/s
21.08.337.047 I slot print_timing: id  0 | task 0 | n_gen =   4138, tg =  10.51 t/s, tg_3s =  10.18 t/s
21.11.338.470 I slot print_timing: id  0 | task 0 | n_gen =   4169, tg =  10.50 t/s, tg_3s =  10.33 t/s
21.14.403.564 I slot print_timing: id  0 | task 0 | n_gen =   4200, tg =  10.50 t/s, tg_3s =  10.11 t/s
21.17.405.581 I slot print_timing: id  0 | task 0 | n_gen =   4231, tg =  10.50 t/s, tg_3s =  10.33 t/s
21.20.450.158 I slot print_timing: id  0 | task 0 | n_gen =   4262, tg =  10.50 t/s, tg_3s =  10.18 t/s
21.23.491.318 I slot print_timing: id  0 | task 0 | n_gen =   4293, tg =  10.49 t/s, tg_3s =  10.19 t/s
21.26.580.354 I slot print_timing: id  0 | task 0 | n_gen =   4325, tg =  10.49 t/s, tg_3s =  10.36 t/s
21.29.637.186 I slot print_timing: id  0 | task 0 | n_gen =   4356, tg =  10.49 t/s, tg_3s =  10.14 t/s
21.32.724.779 I slot print_timing: id  0 | task 0 | n_gen =   4388, tg =  10.49 t/s, tg_3s =  10.36 t/s
21.35.737.121 I slot print_timing: id  0 | task 0 | n_gen =   4419, tg =  10.49 t/s, tg_3s =  10.29 t/s
21.38.770.389 I slot print_timing: id  0 | task 0 | n_gen =   4450, tg =  10.49 t/s, tg_3s =  10.22 t/s
21.41.840.560 I slot print_timing: id  0 | task 0 | n_gen =   4482, tg =  10.49 t/s, tg_3s =  10.42 t/s
21.44.891.789 I slot print_timing: id  0 | task 0 | n_gen =   4513, tg =  10.48 t/s, tg_3s =  10.16 t/s
21.47.941.736 I slot print_timing: id  0 | task 0 | n_gen =   4544, tg =  10.48 t/s, tg_3s =  10.16 t/s
21.50.943.801 I slot print_timing: id  0 | task 0 | n_gen =   4574, tg =  10.48 t/s, tg_3s =   9.99 t/s
21.53.986.681 I slot print_timing: id  0 | task 0 | n_gen =   4605, tg =  10.48 t/s, tg_3s =  10.19 t/s
21.56.992.658 I slot print_timing: id  0 | task 0 | n_gen =   4636, tg =  10.48 t/s, tg_3s =  10.31 t/s
22.00.028.311 I slot print_timing: id  0 | task 0 | n_gen =   4667, tg =  10.47 t/s, tg_3s =  10.21 t/s
22.03.085.730 I slot print_timing: id  0 | task 0 | n_gen =   4699, tg =  10.47 t/s, tg_3s =  10.47 t/s
22.06.092.252 I slot print_timing: id  0 | task 0 | n_gen =   4730, tg =  10.47 t/s, tg_3s =  10.31 t/s
22.09.111.093 I slot print_timing: id  0 | task 0 | n_gen =   4761, tg =  10.47 t/s, tg_3s =  10.27 t/s
22.12.186.222 I slot print_timing: id  0 | task 0 | n_gen =   4793, tg =  10.47 t/s, tg_3s =  10.41 t/s
22.15.187.749 I slot print_timing: id  0 | task 0 | n_gen =   4824, tg =  10.47 t/s, tg_3s =  10.33 t/s
22.18.258.263 I slot print_timing: id  0 | task 0 | n_gen =   4856, tg =  10.47 t/s, tg_3s =  10.42 t/s
22.21.350.011 I slot print_timing: id  0 | task 0 | n_gen =   4888, tg =  10.47 t/s, tg_3s =  10.35 t/s
22.24.442.208 I slot print_timing: id  0 | task 0 | n_gen =   4920, tg =  10.47 t/s, tg_3s =  10.35 t/s
22.27.482.436 I slot print_timing: id  0 | task 0 | n_gen =   4952, tg =  10.47 t/s, tg_3s =  10.53 t/s
22.30.501.319 I slot print_timing: id  0 | task 0 | n_gen =   4983, tg =  10.47 t/s, tg_3s =  10.27 t/s
22.33.542.510 I slot print_timing: id  0 | task 0 | n_gen =   5014, tg =  10.47 t/s, tg_3s =  10.19 t/s
22.36.567.631 I slot print_timing: id  0 | task 0 | n_gen =   5045, tg =  10.46 t/s, tg_3s =  10.25 t/s
22.39.571.711 I slot print_timing: id  0 | task 0 | n_gen =   5076, tg =  10.46 t/s, tg_3s =  10.32 t/s
22.42.633.046 I slot print_timing: id  0 | task 0 | n_gen =   5108, tg =  10.46 t/s, tg_3s =  10.45 t/s
22.45.643.908 I slot print_timing: id  0 | task 0 | n_gen =   5139, tg =  10.46 t/s, tg_3s =  10.30 t/s
22.48.724.839 I slot print_timing: id  0 | task 0 | n_gen =   5171, tg =  10.46 t/s, tg_3s =  10.39 t/s
22.51.774.904 I slot print_timing: id  0 | task 0 | n_gen =   5202, tg =  10.46 t/s, tg_3s =  10.16 t/s
22.54.802.760 I slot print_timing: id  0 | task 0 | n_gen =   5233, tg =  10.46 t/s, tg_3s =  10.24 t/s
22.57.897.519 I slot print_timing: id  0 | task 0 | n_gen =   5265, tg =  10.46 t/s, tg_3s =  10.34 t/s
23.00.930.948 I slot print_timing: id  0 | task 0 | n_gen =   5296, tg =  10.46 t/s, tg_3s =  10.22 t/s
23.03.932.233 I slot print_timing: id  0 | task 0 | n_gen =   5327, tg =  10.46 t/s, tg_3s =  10.33 t/s
23.06.991.535 I slot print_timing: id  0 | task 0 | n_gen =   5358, tg =  10.45 t/s, tg_3s =  10.13 t/s
23.10.005.406 I slot print_timing: id  0 | task 0 | n_gen =   5389, tg =  10.45 t/s, tg_3s =  10.29 t/s
23.13.081.412 I slot print_timing: id  0 | task 0 | n_gen =   5421, tg =  10.45 t/s, tg_3s =  10.40 t/s
23.16.123.379 I slot print_timing: id  0 | task 0 | n_gen =   5452, tg =  10.45 t/s, tg_3s =  10.19 t/s
23.19.208.771 I slot print_timing: id  0 | task 0 | n_gen =   5484, tg =  10.45 t/s, tg_3s =  10.37 t/s
23.22.214.432 I slot print_timing: id  0 | task 0 | n_gen =   5515, tg =  10.45 t/s, tg_3s =  10.31 t/s
23.25.258.122 I slot print_timing: id  0 | task 0 | n_gen =   5546, tg =  10.45 t/s, tg_3s =  10.19 t/s
23.28.331.066 I slot print_timing: id  0 | task 0 | n_gen =   5578, tg =  10.45 t/s, tg_3s =  10.41 t/s
23.31.332.690 I slot print_timing: id  0 | task 0 | n_gen =   5609, tg =  10.45 t/s, tg_3s =  10.33 t/s
23.34.423.925 I slot print_timing: id  0 | task 0 | n_gen =   5641, tg =  10.45 t/s, tg_3s =  10.35 t/s
23.37.444.809 I slot print_timing: id  0 | task 0 | n_gen =   5672, tg =  10.45 t/s, tg_3s =  10.26 t/s
23.40.463.587 I slot print_timing: id  0 | task 0 | n_gen =   5703, tg =  10.44 t/s, tg_3s =  10.27 t/s
23.43.547.233 I slot print_timing: id  0 | task 0 | n_gen =   5735, tg =  10.44 t/s, tg_3s =  10.38 t/s
23.46.548.140 I slot print_timing: id  0 | task 0 | n_gen =   5766, tg =  10.44 t/s, tg_3s =  10.33 t/s
23.49.605.271 I slot print_timing: id  0 | task 0 | n_gen =   5798, tg =  10.44 t/s, tg_3s =  10.47 t/s
23.52.616.064 I slot print_timing: id  0 | task 0 | n_gen =   5829, tg =  10.44 t/s, tg_3s =  10.30 t/s
23.55.617.632 I slot print_timing: id  0 | task 0 | n_gen =   5860, tg =  10.44 t/s, tg_3s =  10.33 t/s
23.58.671.178 I slot print_timing: id  0 | task 0 | n_gen =   5892, tg =  10.44 t/s, tg_3s =  10.48 t/s
24.01.677.754 I slot print_timing: id  0 | task 0 | n_gen =   5923, tg =  10.44 t/s, tg_3s =  10.31 t/s
24.04.714.879 I slot print_timing: id  0 | task 0 | n_gen =   5955, tg =  10.44 t/s, tg_3s =  10.54 t/s
24.07.803.832 I slot print_timing: id  0 | task 0 | n_gen =   5987, tg =  10.44 t/s, tg_3s =  10.36 t/s
